regulation_id,country_id,rule_type,description,effective_date,end_date,is_active,tax_rate,compliance_category
REG002486,IN,Social Security,Social Security regulation for India in 2024,2024-04-21,2025-09-26,False,0.28,Taxation
REG002487,ZA,Overtime Pay,Overtime Pay regulation for South Africa in 2024,2024-09-19,9999-12-31,True,,Taxation
REG002488,JP,Minimum Wage,Minimum Wage regulation for Japan in 2024,2024-03-25,9999-12-31,True,,Payroll Reporting
REG002489,AU,Payroll Reporting,Payroll Reporting regulation for Australia in 2024,2024-09-04,2025-12-08,False,,Labor Law
REG002490,AU,Income Tax,Income Tax regulation for Australia in 2024,2024-08-31,9999-12-31,True,0.29,Taxation
REG002491,ZA,Overtime Pay,Overtime Pay regulation for South Africa in 2025,2025-03-17,9999-12-31,True,,Taxation
REG002492,BR,Minimum Wage,Minimum Wage regulation for Brazil in 2025,2025-05-25,9999-12-31,True,,Payroll Reporting
REG002493,IN,Social Security,Social Security regulation for India in 2023,2023-08-15,2025-07-02,False,0.26,Taxation
REG002494,JP,Employee Benefits,Employee Benefits regulation for Japan in 2024,2024-11-21,2025-12-06,False,,Labor Law
REG002495,ZA,Employee Benefits,Employee Benefits regulation for South Africa in 2024,2024-05-24,9999-12-31,True,,Taxation
REG002496,BR,Payroll Reporting,Payroll Reporting regulation for Brazil in 2024,2024-03-20,9999-12-31,True,,Taxation
REG002497,CA,Employee Benefits,Employee Benefits regulation for Canada in 2024,2024-10-17,9999-12-31,True,,Labor Law
REG002498,CA,Overtime Pay,Overtime Pay regulation for Canada in 2023,2023-12-28,2025-12-08,False,,Labor Law
REG002499,DE,Overtime Pay,Overtime Pay regulation for Germany in 2024,2024-01-27,2026-01-05,False,,Labor Law
REG002500,FR,Employee Benefits,Employee Benefits regulation for France in 2024,2024-01-02,2024-10-08,False,,Labor Law
REG002501,BR,Overtime Pay,Overtime Pay regulation for Brazil in 2024,2024-03-18,9999-12-31,True,,Taxation
REG002502,US,Overtime Pay,Overtime Pay regulation for United States in 2024,2024-06-21,9999-12-31,True,,Taxation
REG002503,FR,Minimum Wage,Minimum Wage regulation for France in 2025,2025-04-05,9999-12-31,True,,Labor Law
REG002504,IN,Payroll Reporting,Payroll Reporting regulation for India in 2025,2025-04-05,9999-12-31,True,,Labor Law
REG002505,FR,Overtime Pay,Overtime Pay regulation for France in 2024,2024-05-02,9999-12-31,True,,Taxation
REG002506,CA,Minimum Wage,Minimum Wage regulation for Canada in 2024,2024-02-05,2024-08-07,False,,Payroll Reporting
REG002507,UK,Income Tax,Income Tax regulation for United Kingdom in 2024,2024-09-28,2025-12-11,False,0.34,Labor Law
REG002508,FR,Social Security,Social Security regulation for France in 2024,2024-12-27,9999-12-31,True,0.31,Payroll Reporting
REG002509,BR,Employee Benefits,Employee Benefits regulation for Brazil in 2025,2025-05-20,9999-12-31,True,,Labor Law
REG002510,UK,Income Tax,Income Tax regulation for United Kingdom in 2025,2025-05-05,9999-12-31,True,0.22,Labor Law
REG002511,UK,Income Tax,Income Tax regulation for United Kingdom in 2023,2023-05-31,2024-12-26,False,0.38,Taxation
REG002512,DE,Income Tax,Income Tax regulation for Germany in 2024,2024-05-27,9999-12-31,True,0.25,Taxation
REG002513,DE,Employee Benefits,Employee Benefits regulation for Germany in 2024,2024-10-17,9999-12-31,True,,Labor Law
REG002514,AU,Minimum Wage,Minimum Wage regulation for Australia in 2025,2025-01-05,9999-12-31,True,,Payroll Reporting
REG002515,CA,Overtime Pay,Overtime Pay regulation for Canada in 2024,2024-11-20,2026-02-07,False,,Taxation
REG002516,DE,Payroll Reporting,Payroll Reporting regulation for Germany in 2023,2023-06-08,9999-12-31,True,,Labor Law
REG002517,JP,Minimum Wage,Minimum Wage regulation for Japan in 2024,2024-08-17,9999-12-31,True,,Labor Law
REG002518,FR,Income Tax,Income Tax regulation for France in 2023,2023-08-14,2024-03-08,False,0.16,Payroll Reporting
REG002519,CA,Employee Benefits,Employee Benefits regulation for Canada in 2024,2024-04-28,2025-08-08,False,,Labor Law
REG002520,ZA,Minimum Wage,Minimum Wage regulation for South Africa in 2023,2023-06-30,2025-03-05,False,,Taxation
REG002521,US,Social Security,Social Security regulation for United States in 2024,2024-11-08,9999-12-31,True,0.36,Taxation
REG002522,ZA,Overtime Pay,Overtime Pay regulation for South Africa in 2024,2024-11-07,9999-12-31,True,,Taxation
REG002523,FR,Social Security,Social Security regulation for France in 2024,2024-12-04,9999-12-31,True,0.39,Labor Law
REG002524,ZA,Overtime Pay,Overtime Pay regulation for South Africa in 2025,2025-05-26,9999-12-31,True,,Labor Law
REG002525,IN,Employee Benefits,Employee Benefits regulation for India in 2024,2024-04-10,9999-12-31,True,,Payroll Reporting
REG002526,FR,Employee Benefits,Employee Benefits regulation for France in 2024,2024-01-10,9999-12-31,True,,Labor Law
REG002527,JP,Social Security,Social Security regulation for Japan in 2024,2024-12-06,2025-07-30,False,0.38,Labor Law
REG002528,FR,Income Tax,Income Tax regulation for France in 2024,2024-07-04,9999-12-31,True,0.18,Payroll Reporting
REG002529,ZA,Payroll Reporting,Payroll Reporting regulation for South Africa in 2023,2023-09-30,9999-12-31,True,,Labor Law
REG002530,AU,Income Tax,Income Tax regulation for Australia in 2024,2024-09-15,9999-12-31,True,0.12,Labor Law
REG002531,CA,Income Tax,Income Tax regulation for Canada in 2024,2024-08-13,9999-12-31,True,0.18,Payroll Reporting
REG002532,CA,Payroll Reporting,Payroll Reporting regulation for Canada in 2023,2023-11-02,2024-11-09,False,,Payroll Reporting
REG002533,FR,Overtime Pay,Overtime Pay regulation for France in 2024,2024-05-13,9999-12-31,True,,Taxation
REG002534,DE,Social Security,Social Security regulation for Germany in 2024,2024-07-13,2025-12-13,False,0.31,Payroll Reporting
REG002535,AU,Employee Benefits,Employee Benefits regulation for Australia in 2024,2024-02-14,9999-12-31,True,,Labor Law
REG002536,IN,Payroll Reporting,Payroll Reporting regulation for India in 2025,2025-01-07,9999-12-31,True,,Labor Law
REG002537,CA,Minimum Wage,Minimum Wage regulation for Canada in 2024,2024-10-25,2026-07-05,False,,Payroll Reporting
REG002538,AU,Minimum Wage,Minimum Wage regulation for Australia in 2024,2024-10-22,9999-12-31,True,,Taxation
REG002539,FR,Employee Benefits,Employee Benefits regulation for France in 2024,2024-09-21,2026-06-08,False,,Taxation
REG002540,FR,Minimum Wage,Minimum Wage regulation for France in 2024,2024-12-16,9999-12-31,True,,Payroll Reporting
REG002541,US,Income Tax,Income Tax regulation for United States in 2023,2023-12-06,9999-12-31,True,0.22,Payroll Reporting
REG002542,UK,Employee Benefits,Employee Benefits regulation for United Kingdom in 2024,2024-05-20,2025-06-13,False,,Labor Law
REG002543,CA,Overtime Pay,Overtime Pay regulation for Canada in 2023,2023-11-26,2025-04-15,False,,Payroll Reporting
REG002544,IN,Social Security,Social Security regulation for India in 2023,2023-06-22,2024-04-17,False,0.34,Payroll Reporting
REG002545,BR,Payroll Reporting,Payroll Reporting regulation for Brazil in 2025,2025-04-04,9999-12-31,True,,Taxation
REG002546,IN,Overtime Pay,Overtime Pay regulation for India in 2024,2024-11-30,2026-11-06,False,,Payroll Reporting
REG002547,FR,Employee Benefits,Employee Benefits regulation for France in 2024,2024-07-19,9999-12-31,True,,Payroll Reporting
REG002548,US,Income Tax,Income Tax regulation for United States in 2024,2024-04-26,9999-12-31,True,0.23,Labor Law
REG002549,JP,Income Tax,Income Tax regulation for Japan in 2024,2024-09-15,9999-12-31,True,0.3,Payroll Reporting
REG002550,CA,Employee Benefits,Employee Benefits regulation for Canada in 2023,2023-07-20,2025-04-19,False,,Labor Law
REG002551,UK,Employee Benefits,Employee Benefits regulation for United Kingdom in 2023,2023-09-13,9999-12-31,True,,Taxation
REG002552,CA,Payroll Reporting,Payroll Reporting regulation for Canada in 2025,2025-04-10,9999-12-31,True,,Labor Law
REG002553,JP,Minimum Wage,Minimum Wage regulation for Japan in 2023,2023-07-05,9999-12-31,True,,Payroll Reporting
REG002554,CA,Social Security,Social Security regulation for Canada in 2024,2024-07-17,9999-12-31,True,0.19,Labor Law
REG002555,IN,Payroll Reporting,Payroll Reporting regulation for India in 2024,2024-12-24,9999-12-31,True,,Payroll Reporting
REG002556,BR,Overtime Pay,Overtime Pay regulation for Brazil in 2024,2024-11-13,9999-12-31,True,,Payroll Reporting
REG002557,JP,Overtime Pay,Overtime Pay regulation for Japan in 2024,2024-03-03,2025-10-19,False,,Payroll Reporting
REG002558,FR,Payroll Reporting,Payroll Reporting regulation for France in 2025,2025-04-29,9999-12-31,True,,Payroll Reporting
REG002559,UK,Employee Benefits,Employee Benefits regulation for United Kingdom in 2024,2024-11-20,9999-12-31,True,,Taxation
REG002560,IN,Overtime Pay,Overtime Pay regulation for India in 2024,2024-03-07,2025-09-25,False,,Labor Law
REG002561,FR,Employee Benefits,Employee Benefits regulation for France in 2024,2024-12-04,2025-09-08,False,,Taxation
REG002562,AU,Payroll Reporting,Payroll Reporting regulation for Australia in 2025,2025-04-07,9999-12-31,True,,Payroll Reporting
REG002563,IN,Employee Benefits,Employee Benefits regulation for India in 2023,2023-09-01,9999-12-31,True,,Payroll Reporting
REG002564,FR,Income Tax,Income Tax regulation for France in 2025,2025-01-24,9999-12-31,True,0.3,Payroll Reporting
REG002565,ZA,Minimum Wage,Minimum Wage regulation for South Africa in 2024,2024-04-26,9999-12-31,True,,Payroll Reporting
REG002566,US,Overtime Pay,Overtime Pay regulation for United States in 2024,2024-10-22,9999-12-31,True,,Taxation
REG002567,DE,Income Tax,Income Tax regulation for Germany in 2024,2024-01-14,9999-12-31,True,0.19,Labor Law
REG002568,CA,Minimum Wage,Minimum Wage regulation for Canada in 2023,2023-06-28,2024-03-17,False,,Taxation
REG002569,ZA,Payroll Reporting,Payroll Reporting regulation for South Africa in 2023,2023-10-25,9999-12-31,True,,Taxation
REG002570,ZA,Overtime Pay,Overtime Pay regulation for South Africa in 2024,2024-12-19,2026-04-23,False,,Taxation
REG002571,CA,Overtime Pay,Overtime Pay regulation for Canada in 2023,2023-07-21,9999-12-31,True,,Payroll Reporting
REG002572,JP,Payroll Reporting,Payroll Reporting regulation for Japan in 2023,2023-07-05,2024-07-08,False,,Taxation
REG002573,FR,Employee Benefits,Employee Benefits regulation for France in 2025,2025-01-28,9999-12-31,True,,Payroll Reporting
REG002574,FR,Minimum Wage,Minimum Wage regulation for France in 2023,2023-09-02,2025-06-12,False,,Taxation
REG002575,US,Overtime Pay,Overtime Pay regulation for United States in 2023,2023-10-29,9999-12-31,True,,Payroll Reporting
REG002576,IN,Minimum Wage,Minimum Wage regulation for India in 2023,2023-07-30,9999-12-31,True,,Taxation
REG002577,AU,Income Tax,Income Tax regulation for Australia in 2024,2024-01-24,9999-12-31,True,0.13,Payroll Reporting
REG002578,JP,Income Tax,Income Tax regulation for Japan in 2025,2025-04-27,9999-12-31,True,0.27,Taxation
REG002579,IN,Overtime Pay,Overtime Pay regulation for India in 2024,2024-03-12,2024-11-08,False,,Payroll Reporting
REG002580,DE,Employee Benefits,Employee Benefits regulation for Germany in 2023,2023-06-02,2025-01-23,False,,Payroll Reporting
REG002581,US,Social Security,Social Security regulation for United States in 2024,2024-03-20,2025-09-20,False,0.37,Taxation
REG002582,JP,Social Security,Social Security regulation for Japan in 2023,2023-09-20,2025-07-01,False,0.12,Labor Law
REG002583,DE,Employee Benefits,Employee Benefits regulation for Germany in 2024,2024-07-18,9999-12-31,True,,Taxation
REG002584,US,Income Tax,Income Tax regulation for United States in 2024,2024-09-10,9999-12-31,True,0.3,Payroll Reporting
REG002585,FR,Income Tax,Income Tax regulation for France in 2024,2024-05-09,9999-12-31,True,0.23,Taxation
REG002586,FR,Payroll Reporting,Payroll Reporting regulation for France in 2023,2023-07-12,9999-12-31,True,,Payroll Reporting
REG002587,JP,Employee Benefits,Employee Benefits regulation for Japan in 2025,2025-05-10,9999-12-31,True,,Labor Law
REG002588,DE,Payroll Reporting,Payroll Reporting regulation for Germany in 2024,2024-04-14,9999-12-31,True,,Taxation
REG002589,US,Overtime Pay,Overtime Pay regulation for United States in 2023,2023-07-10,9999-12-31,True,,Payroll Reporting
REG002590,JP,Social Security,Social Security regulation for Japan in 2024,2024-12-06,2026-11-02,False,0.18,Taxation
REG002591,DE,Overtime Pay,Overtime Pay regulation for Germany in 2025,2025-03-03,9999-12-31,True,,Payroll Reporting
REG002592,CA,Payroll Reporting,Payroll Reporting regulation for Canada in 2024,2024-04-13,2025-12-03,False,,Payroll Reporting
REG002593,IN,Payroll Reporting,Payroll Reporting regulation for India in 2023,2023-11-11,2025-04-29,False,,Taxation
REG002594,FR,Minimum Wage,Minimum Wage regulation for France in 2024,2024-03-10,2025-08-20,False,,Labor Law
REG002595,AU,Overtime Pay,Overtime Pay regulation for Australia in 2024,2024-02-04,9999-12-31,True,,Labor Law
REG002596,FR,Overtime Pay,Overtime Pay regulation for France in 2024,2024-07-30,2025-11-04,False,,Taxation
REG002597,ZA,Payroll Reporting,Payroll Reporting regulation for South Africa in 2024,2024-05-17,9999-12-31,True,,Payroll Reporting
REG002598,UK,Overtime Pay,Overtime Pay regulation for United Kingdom in 2024,2024-12-11,2026-11-01,False,,Labor Law
REG002599,ZA,Minimum Wage,Minimum Wage regulation for South Africa in 2023,2023-10-22,9999-12-31,True,,Taxation
REG002600,BR,Minimum Wage,Minimum Wage regulation for Brazil in 2024,2024-06-28,2025-05-09,False,,Taxation
REG002601,US,Social Security,Social Security regulation for United States in 2024,2024-01-16,2025-01-13,False,0.22,Taxation
REG002602,US,Social Security,Social Security regulation for United States in 2024,2024-07-03,9999-12-31,True,0.35,Labor Law
REG002603,CA,Minimum Wage,Minimum Wage regulation for Canada in 2024,2024-03-16,9999-12-31,True,,Labor Law
REG002604,FR,Social Security,Social Security regulation for France in 2023,2023-07-13,9999-12-31,True,0.1,Payroll Reporting
REG002605,US,Overtime Pay,Overtime Pay regulation for United States in 2025,2025-04-05,9999-12-31,True,,Labor Law
REG002606,US,Employee Benefits,Employee Benefits regulation for United States in 2024,2024-02-13,2025-03-31,False,,Labor Law
REG002607,UK,Overtime Pay,Overtime Pay regulation for United Kingdom in 2024,2024-04-09,2025-03-05,False,,Payroll Reporting
REG002608,IN,Minimum Wage,Minimum Wage regulation for India in 2023,2023-09-10,2025-04-21,False,,Payroll Reporting
REG002609,FR,Minimum Wage,Minimum Wage regulation for France in 2024,2024-10-08,9999-12-31,True,,Taxation
REG002610,AU,Employee Benefits,Employee Benefits regulation for Australia in 2024,2024-08-20,9999-12-31,True,,Labor Law
REG002611,ZA,Payroll Reporting,Payroll Reporting regulation for South Africa in 2024,2024-05-30,9999-12-31,True,,Taxation
REG002612,AU,Social Security,Social Security regulation for Australia in 2023,2023-09-13,2025-05-02,False,0.28,Taxation
REG002613,BR,Social Security,Social Security regulation for Brazil in 2025,2025-04-30,9999-12-31,True,0.25,Taxation
REG002614,BR,Minimum Wage,Minimum Wage regulation for Brazil in 2024,2024-11-01,9999-12-31,True,,Taxation
REG002615,JP,Minimum Wage,Minimum Wage regulation for Japan in 2024,2024-12-26,2025-12-04,False,,Payroll Reporting
REG002616,BR,Overtime Pay,Overtime Pay regulation for Brazil in 2025,2025-05-09,9999-12-31,True,,Taxation
REG002617,BR,Overtime Pay,Overtime Pay regulation for Brazil in 2024,2024-12-08,9999-12-31,True,,Taxation
REG002618,AU,Payroll Reporting,Payroll Reporting regulation for Australia in 2024,2024-02-15,9999-12-31,True,,Taxation
REG002619,US,Social Security,Social Security regulation for United States in 2024,2024-03-24,9999-12-31,True,0.32,Payroll Reporting
REG002620,US,Income Tax,Income Tax regulation for United States in 2023,2023-08-20,2024-07-10,False,0.3,Labor Law
REG002621,US,Social Security,Social Security regulation for United States in 2025,2025-04-02,9999-12-31,True,0.32,Taxation
REG002622,CA,Social Security,Social Security regulation for Canada in 2023,2023-11-21,9999-12-31,True,0.17,Taxation
REG002623,UK,Employee Benefits,Employee Benefits regulation for United Kingdom in 2023,2023-06-02,9999-12-31,True,,Payroll Reporting
REG002624,CA,Minimum Wage,Minimum Wage regulation for Canada in 2024,2024-04-26,2025-01-15,False,,Taxation
REG002625,AU,Employee Benefits,Employee Benefits regulation for Australia in 2023,2023-07-24,2024-02-01,False,,Labor Law
REG002626,FR,Social Security,Social Security regulation for France in 2024,2024-07-26,2025-05-05,False,0.28,Payroll Reporting
REG002627,AU,Employee Benefits,Employee Benefits regulation for Australia in 2024,2024-04-04,9999-12-31,True,,Labor Law
REG002628,DE,Payroll Reporting,Payroll Reporting regulation for Germany in 2023,2023-09-14,2024-03-28,False,,Payroll Reporting
REG002629,DE,Minimum Wage,Minimum Wage regulation for Germany in 2023,2023-11-10,2025-05-08,False,,Labor Law
REG002630,CA,Employee Benefits,Employee Benefits regulation for Canada in 2024,2024-07-15,9999-12-31,True,,Taxation
REG002631,AU,Overtime Pay,Overtime Pay regulation for Australia in 2024,2024-11-29,9999-12-31,True,,Labor Law
REG002632,ZA,Employee Benefits,Employee Benefits regulation for South Africa in 2023,2023-11-04,9999-12-31,True,,Labor Law
REG002633,CA,Income Tax,Income Tax regulation for Canada in 2024,2024-12-12,2026-01-07,False,0.31,Payroll Reporting
